Card Title,Property Type,Location,Price_numeric,Area_sqft,Bedrooms,Bathrooms,Parking Spaces,Floors,Year,Furnished,Servant Quarters,Dining Room,Kitchens,Study Room,Prayer Room,Gym,Store Rooms,Lounge or Sitting Room,Laundry Room,Community Lawn or Garden,Community Gym,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Security Staff,Kids Play Area,Community Swimming Pool,Mosque
One Kanal Slightly Used Modern House For Sale In DHA Phase 4 Block GG,House,"DHA Phase 4 - Block GG, DHA Phase 4",70000000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3 Bed New Design Apartment Is Available For Sale In Askari 11 Lahore,Flat,"Askari 11, Askari",29000000.0,2722.5,3.0,4.0,1.0,,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
BRAND NEW 1 KANAL HOUSE FOR SALE DHA LAHORE PHASE 6,House,"DHA Phase 6, DHA Defence",125000000.0,5445.0,6.0,6.0,2.0,2.0,2025.0,No,1,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Studio | 4 Years Easy Installments Payment Plan | Lahore Sky Ferozepur road Lahore,Flat,"Lahore Sky, Ferozepur Road",5614000.0,435.6,,1.0,,,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Union Luxury 1 Bed Apartment In Etihad Town Main Raiwind Road,Flat,"Etihad Town, Raiwind Road",5800000.0,762.3,1.0,1.0,,,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"5 Marla House For Sale In Bahria Nasheman Iris Block, Lahore",House,"Bahria Nasheman - Iris, Bahria Nasheman",15500000.0,1361.25,3.0,5.0,,2.0,2025.0,No,No,Yes,2,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No
ideal location phase 1 2 kanal slightly used beautiful bungalow with attached original picture,House,"DHA Phase 1, DHA Defence",200000000.0,10890.0,5.0,6.0,5.0,2.0,2025.0,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Fully Furnished 2-Bed Apartment for Sale in Indigo Boutique Apartments Gulberg 3 | High Rental Income,Flat,"Indigo Boutique Apartments, Gulberg",32799999.999999996,1170.675,2.0,2.0,2.0,,2025.0,Yes,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Triple Story 3 Marla Brand New House Available For Sale In Hasan Villas,House,"Jubilee Town, Lahore",14500000.0,816.75,4.0,4.0,,3.0,2025.0,No,No,Yes,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Solid Prime Location House,House,"Wapda Town Phase 1 - Block G3, Wapda Town Phase 1",22500000.0,1361.25,3.0,3.0,1.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Spanish Design Semi-Furnished 1 Kanal House for Sale | Block U DHA Phase 7 Lahore,House,"DHA Phase 7 - Block U, DHA Phase 7",76500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"20 Marla 4 Bed House For Sale In Askari 11-A, Lahore",House,"Askari 11 - Sector A, Askari 11",79000000.0,5445.0,5.0,4.0,,,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Sale In DHA Lahore Phase 6,House,"DHA Phase 6 - Block A, DHA Phase 6",84500000.0,5445.0,5.0,6.0,5.0,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Kanal Modern Design Bungalow Fully Furnished For Sale In DHA Phase 7 Y-Block,House,"DHA Phase 7 - Block Y, DHA Phase 7",127500000.0,10890.0,6.0,7.0,4.0,3.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
One Kanal Brand New Luxury Ultra-Modern Design Most Beautiful Bungalow 2 Servant Quarter In Basement For Sale At Prime Location Of DHA Lahore Near To Park Masjid & DHA Raya Fairways Commercial.,House,"DHA Phase 6 - Block L, DHA Phase 6",110000000.0,5445.0,5.0,6.0,4.0,,2025.0,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4 Marla Beautiful House For Sale In Al Rehman Garden Phase 2,House,"Al Rehman Garden Phase 2, Al Rehman Garden",17500000.0,1089.0,3.0,4.0,1.0,2.0,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Near To Park 5 Marla Brand New House For Sale In Lake City Raiwind Road Lahore,House,"Lake City, Raiwind Road",26500000.0,1361.25,4.0,5.0,1.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
House For Grabs In 5 Marla Lahore,House,"Low Cost - Block C, Low Cost Sector",19000000.0,1361.25,3.0,3.0,,,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
A Great Choice For A 10 Marla House Available In Formanites Housing Scheme - Block D,House,"Formanites Housing Scheme - Block D, Formanites Housing Scheme",39000000.0,2722.5,6.0,6.0,1.0,,2025.0,No,No,Yes,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Pearl One - Fully Furnished Luxury Apartment Gulberg III,Flat,"Gulberg 3, Gulberg",7000000.0,490.05,1.0,1.0,200.0,,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Modern 5 Marla Solid Bungalow For Sale Phase 9 Town DHA Lahore,House,"DHA 9 Town, DHA Defence",31500000.0,1361.25,3.0,4.0,1.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal House Is Available For Sale In EME Society Block E Lahore,House,"EME Society - Block E, EME Society",115000000.0,5445.0,5.0,6.0,3.0,2.0,2025.0,No,Yes,Yes,2,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Buying A House In Bismillah Housing Scheme Lahore?,House,"Bismillah Housing Scheme, GT Road",21000000.0,1361.25,4.0,5.0,1.0,,2025.0,No,No,Yes,2,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal House Is Available For Sale In EME Society Block D Lahore,House,"EME Society - Block D, EME Society",132500000.0,5445.0,5.0,6.0,3.0,2.0,2025.0,No,Yes,Yes,2,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Designer House For Sale Unmatched Elegance Close To Dolmen Mall &Amp; Ring Road,House,"DHA Phase 6 - Block A, DHA Phase 6",49500000.0,2722.5,4.0,4.0,1.0,1.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Out Standing Modern House For Sale At Prime Location,House,"Eden City - Block A, Eden City",42500000.0,2722.5,4.0,4.0,1.0,1.0,2025.0,No,1,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Beautiful Brand New Spanish House,House,"DHA Phase 7 - Block W, DHA Phase 7",110000000.0,5445.0,5.0,6.0,4.0,3.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MM-Alam Road Apartment With 12% Guaranteed Rental.,Flat,"MM Alam Road, Gulberg",10000000.0,598.95,1.0,1.0,,,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02 KANAL FULL FURNISHED BRAND NEW SPLENDID ROYAL BUNGALOW FOR SALE,House,"DHA Phase 6 - Block G, DHA Phase 6",250000000.0,10890.0,6.0,7.0,5.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Victoria Design House For Sale at Super Hot Location near Commercial Masjid,House,"DHA Phase 6 - Block D, DHA Phase 6",61100000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,No,2,Yes,2,Yes,Yes,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No
Brand New 5-Marla Modern Marvel Elegant Bungalow For Sale,House,"DHA 9 Town, DHA Defence",23000000.0,1361.25,3.0,4.0,4.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 MARLA BRAND NEW CLASSICAL DESIGN,House,"DHA 9 Town - Block B, DHA 9 Town",25000000.0,1361.25,3.0,3.0,1.0,2.0,2025.0,No,No,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 marla slightly used just like brand new furnished house modern design,House,"DHA 9 Town - Block A, DHA 9 Town",25000000.0,1361.25,3.0,3.0,1.0,2.0,2025.0,No,Yes,Yes,1,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No
10 MARLA NEAT HOUSE FOR SALE,House,"NFC 1 - Block D (SE), NFC 1",36500000.0,2722.5,5.0,7.0,,2.0,2025.0,No,Yes,Yes,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-Marla Modern Bungalow For Sale at top Location near Park Commercial,House,"DHA Phase 6, DHA Defence",47500000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,No,2,Yes,2,Yes,Yes,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla 3 Bed Flat For Sale In Askari 11-B Lahore,Flat,"Askari 11 - Sector B Apartments, Askari 11",28000000.0,2722.5,3.0,4.0,,,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Buying A House In Lahore?,House,"Formanites Housing Scheme - Block N, Formanites Housing Scheme",42500000.0,2994.75,6.0,6.0,,,2025.0,No,No,Yes,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Good 10 Marla House For sale In Formanites Housing Scheme - Block N,House,"Formanites Housing Scheme - Block N, Formanites Housing Scheme",32500000.0,2722.5,6.0,6.0,,,2025.0,No,No,Yes,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
House For Sale In Sector-S Askari 10,House,"Askari 10, Askari",92500000.0,4083.75,5.0,6.0,3.0,1.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Corner Full Basement Plus Swimming Pool And Home Theatre Brand New Luxury Spanish Villa For Sale In DHA Phase 6 Top Location Near Dolmen Mall,House,"DHA Phase 6 - Block L, DHA Phase 6",125000000.0,5445.0,7.0,8.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"5 Marla Residential House For Sale In Sector E, Nearby Commercial Market, School, Mosque And ATM & Health Care Canter",House,"Bahria Town - Sector E, Bahria Town",17500000.0,1361.25,3.0,5.0,,2.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
A Prime Location 10 Marla House Has Landed On Market In OPF Housing Scheme - Block C Of Lahore,House,"OPF Housing Scheme - Block C, OPF Housing Scheme",49900000.0,2722.5,5.0,6.0,2.0,2.0,2025.0,No,1,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Renovated Budget Friendly,House,"DHA Phase 6 - Block B, DHA Phase 6",88500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla Double Storey House For Sale In Mustafa Town (Professor Quota),House,"Mustafa Town, Lahore",37000000.0,2722.5,4.0,5.0,,,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
1 KANAL MODERN HOUSE FOR SALE IN DHA PHASE 7,House,"DHA Phase 7, DHA Defence",77500000.0,5445.0,5.0,6.0,5.0,3.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
House In Al-Ahmad Garden Housing Scheme For sale,House,"Al-Ahmad Garden Housing Scheme, GT Road",17000000.0,1361.25,4.0,5.0,1.0,,2025.0,Yes,No,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3 Years Installment Plan Luxury 7 Marla Brand New House In Lake City Lahore,House,"Lake City, Raiwind Road",32000000.0,1905.75,5.0,6.0,4.0,3.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"10 Marla Beautiful Modern Bungalow Available For Sale In DHA Phase 7 Lahore DHA Phase 7 - Block T, DHA Phase 7, DHA Defence, Lahore, Punjab",House,"DHA Phase 7 - Block T, DHA Phase 7",40000000.0,2722.5,4.0,4.0,1.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla super Luxury ultra Modern Design Double Height lobby House For Sale In Wapda Town,House,"Wapda Town Phase 1, Wapda Town",52000000.0,2722.5,6.0,7.0,5.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8 Marla Asian House For Sale Safari Villas - Bahria Town Lahore,House,"Bahria Town - Safari Villas, Bahria Town - Sector B",19500000.0,2178.0,4.0,4.0,,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4 Marla Brand New House In C Block Owner Builder House,House,"Bankers Co-operative Housing Society, Lahore",19500000.0,1089.0,3.0,4.0,3.0,2025.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla House For Sale In Paragon City Lahore,House,"Paragon City, Lahore",40000000.0,2722.5,5.0,6.0,1.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla House For Sale In Paragon City Lahore,House,"Paragon City, Lahore",23500000.0,1361.25,3.0,4.0,1.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla House For Sale In Paragon City Lahore,House,"Paragon City, Lahore",41500000.0,2722.5,5.0,6.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla House For Sale In Paragon City Lahore,House,"Paragon City, Lahore",19000000.0,1361.25,3.0,4.0,1.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla House For Sale In Paragon City Lahore,House,"Paragon City, Lahore",47000000.0,2722.5,5.0,6.0,,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla House For Sale In Paragon City Lahore,House,"Paragon City, Lahore",23000000.0,1361.25,3.0,4.0,1.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Luxury Studio Apartments Facing Theme Park and with Stunning Views of Eiffel Tower,Flat,"Bahria Town - Nishtar Block, Bahria Town - Sector E",8100000.0,490.05,1.0,1.0,,,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Stylish Supreme Designers Bungalow For Sale In Dha Lahore,House,"DHA Phase 7, DHA Defence",75000000.0,5445.0,5.0,7.0,4.0,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
DHA LAHORE ONE KANAL MODERN DESIGN HOUSE NEAR DOLMEN MALL DHA LAHORE,House,"DHA Phase 6, DHA Defence",79900000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Like Brand New House For Sale In Lake City For Sale In Lake City Raiwind Road Lahore,House,"Lake City - Sector M-3, Lake City",75000000.0,5445.0,5.0,6.0,,2.0,2025.0,No,1,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100% Original Ad 5 Marla 3 Bed Luxury House Available For Sale In DHA 9 Town,House,"DHA 9 Town, DHA Defence",31000000.0,1361.25,3.0,3.0,,,2025.0,No,No,Yes,No,No,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No
In Al-Ahmad Garden Housing Scheme 5 Marla House For sale,House,"Al-Ahmad Garden Housing Scheme, GT Road",17500000.0,1361.25,5.0,5.0,1.0,,2025.0,No,No,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Ready To Sale A House 5 Marla In Bismillah Housing Scheme Lahore,House,"Bismillah Housing Scheme, GT Road",20000000.0,1361.25,4.0,5.0,1.0,,2025.0,No,No,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Buy your ideal 5 Marla House in a prime location of Lahore,House,"Bismillah Housing Scheme, GT Road",21500000.0,1361.25,4.0,5.0,1.0,2.0,2025.0,No,1,Yes,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14 Marla House In Lahore Is Available For Sale,House,"Defence Raya, DHA Defence",90000000.0,3811.5,4.0,4.0,2.0,,2025.0,No,1,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Brand New Gray Structure Villa Facing Golf View (Rare Availability!),House,"Defence Raya, DHA Defence",150000000.0,5445.0,3.0,4.0,,2.0,2025.0,No,1,No,2,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No
21-Marla 6-bed Luxury House For Sale at Hot Location Near Park Commercial,House,"DHA Phase 7 - Block R, DHA Phase 7",90000000.0,5445.0,6.0,7.0,4.0,2.0,2025.0,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla Luxury New House For Sale,House,"Bankers Avenue Cooperative Housing Society, Lahore",19500000.0,1361.25,3.0,4.0,1.0,1.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
600 Square Feet Flat Ground Floor For Sale,Flat,"Punjab Coop Housing Society, Lahore",6000000.0,735.075,1.0,2.0,2.0,,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla House For Sale Available In Bahria Town,House,"Bahria Town - Sector C, Bahria Town",31000000.0,2722.5,5.0,5.0,,,2025.0,No,No,Yes,2,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
One Kanal Ultra Modern Luxurious Bungalow Situated At Most Prime Location Near Park,House,"DHA Phase 7, DHA Defence",90000000.0,5445.0,6.0,7.0,,1.0,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9 MARLA BRAND NEW HOUSE WITH SERVANT QTR IN BASEMENT,House,"DHA Phase 4 - Block KK, DHA Phase 4",64000000.0,2450.25,4.0,5.0,,,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
1 KANAL METICULOUSLY SPANISH DESIGNED VILLA ON 70FT ROAD FOR SALE,House,"DHA Phase 6 - Block L, DHA Phase 6",74500000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Full Basement Fully Furnished Top Of Line 1 Kanal Brand New Luxurious Modern Design Bungalow For Sale Top Location Of Dha Phase 6,House,"DHA Phase 6 - Block A, DHA Phase 6",89500000.0,5445.0,6.0,7.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
A BEAUTIFUL 10.66 MARLA HOUSE FOR SALE IN GULBAHAR BLOCK SECTOR C BAHRIA TOWN LAHORE,House,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",30000000.0,2913.075,5.0,6.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 Kanal Slightly Used Modern Design Most Beautiful Bungalow For Sale At Prime Location Of Dha Lahore Near To Park Masjid & Commercial Market,House,"DHA Phase 1 - Block K, DHA Phase 1",137500000.0,10890.0,6.0,7.0,6.0,,2025.0,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4 MARLA BRAND NEW SPANISH HOUSE FOR SALE,House,"Military Accounts Housing Society, Lahore",17500000.0,1089.0,6.0,6.0,,,2025.0,No,1,Yes,2,Yes,No,No,1,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No
Brand New 5 Marla Modern House with Jacuzzi Best Deal in Town!,House,"DHA 9 Town - Block C, DHA 9 Town",25000000.0,1361.25,3.0,4.0,2.0,2.0,2025.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Kanal Used House For Sale,House,"DHA Phase 4, DHA Defence",70000000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 MaRla Brand New Luxury House,House,"Al Rehman Garden Phase 2, Al Rehman Garden",47500000.0,2722.5,7.0,6.0,,2.0,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
10 Marla Spanish House For Sale,House,"Bismillah Housing Scheme, GT Road",46000000.0,2722.5,6.0,6.0,,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5 Marla White House For Sale,House,"Al-Ahmad Garden Housing Scheme, GT Road",19500000.0,1361.25,4.0,5.0,,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 KANAL MODERN DESIGN LUXURY VILLA FOR SALE NEAR TO RAYA FAIR WAYS,House,"DHA Phase 6 - Block K, DHA Phase 6",90000000.0,5445.0,5.0,6.0,,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Park Facing Askari 10 Brand New Flat Three Beds Urgent For Sale,Flat,"Askari 10, Askari",40500000.0,2994.75,,,,,2025.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Horticultural Farmhouse For Sale,House,"Bedian Road, Lahore",35000000.0,21780.0,2.0,3.0,10.0,1.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10 Marla House For Sale,House,"DHA Phase 8 - Ex Park View, DHA Phase 8",42500000.0,2722.5,4.0,4.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 KANAL BRAND NEW HOUSE ORIGINAL PICS FULLY FURNISHED FULL BASEMENT,House,"DHA Phase 2 - Block S, DHA Phase 2",360000000.0,10890.0,2.0,2.0,4.0,2.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 KANAL BRAND NEW HOUSE ORIGINAL VEDIO UPLOADED,House,"DHA Phase 3 - Block X, DHA Phase 3",370000000.0,10890.0,7.0,7.0,,,2025.0,No,2,Yes,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8 Kanal Farmhouse For sale Bedain Road Lahore,House,"Bedian Road, Lahore",110000000.0,43560.0,1.0,1.0,,1.0,2025.0,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 KANAL BRAND NEW FUTURISTIC DESIGNER BUNGALOW FOR SALE,House,"DHA Phase 7, DHA Defence",75000000.0,5445.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Eye Catching 5-Marla Beauty, In DHA 9 Town",House,"DHA 9 Town, DHA Defence",21200000.0,1361.25,3.0,4.0,,,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Brand New 10 Marla House Available In Al Rehman Phase 2 - Block L For sale,House,"Al Rehman Phase 2 - Block L, Al Rehman Garden Phase 2",43000000.0,2722.5,5.0,6.0,2.0,,2025.0,No,No,Yes,2,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
Corner 8 Marla House available for sale in Al Rehman Phase 2 - Block L if you hurry,House,"Al Rehman Phase 2 - Block L, Al Rehman Garden Phase 2",35000000.0,2178.0,5.0,6.0,2.0,,2025.0,No,No,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Fully Furnished Full Basement Plus Swimming Pool 2 Kanal Ultra Modern luxury Bungalow for Sale In DHA Phase 6 Lahore,House,"DHA Phase 6, DHA Defence",590000000.0,10890.0,6.0,7.0,6.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Stylish & Modern Design 10 Marla Brand New Luxury House for Sale DHA Phase 7,House,"DHA Phase 7, DHA Defence",39500000.0,2722.5,4.0,5.0,2.0,2.0,2025.0,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3 Marla Slightly Used House Block B For Sale In Al Kabir Town Phase 2,House,"Al-Kabir Town - Phase 2, Al-Kabir Town",11399999.999999998,816.75,,,,,2025.0,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Askari 11 - Sector B Apartments Flat Sized 10 Marla,Flat,"Askari 11 - Sector B Apartments, Askari 11",24500000.0,2722.5,3.0,3.0,2.0,,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4 MARLA HOUSE WITH 4 BEDS PRIVATE BUILD HOUSE,House,"Paragon City - Orchard 1 Block, Paragon City",16500000.0,1089.0,4.0,4.0,,,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
Ideally Located House For Sale In Paragon City - Woods Block Available,House,"Paragon City - Woods Block, Paragon City",49500000.0,2722.5,5.0,6.0,2.0,,2025.0,No,1,Yes,2,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No
Facing Park House Spread Over 2 Kanal In Paragon City Available,House,"Paragon City, Lahore",170000000.0,10890.0,5.0,6.0,4.0,2.0,2025.0,Yes,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
One Kanal Slightly Used Spanish Design Owner Build Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market,House,"DHA Phase 6 - Block E, DHA Phase 6",77500000.0,5445.0,5.0,6.0,4.0,,2025.0,No,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8 Kanal Farm House For Sale Bsdia Road Lahore,House,"Bedian Road, Lahore",50000000.0,43560.0,2.0,2.0,,,2025.0,Yes,2,Yes,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"22 Kanal Beautiful Farmhouse for Sale Bedian Road, Lahore",House,"Bedian Road, Lahore",210000000.0,119790.0,5.0,5.0,,1.0,2025.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 KANAL BRAND NEW HOUSE WITH FULL BASEMENT WITH FULL FURNISHED,House,"DHA Phase 5 - Block M, DHA Phase 5",105000000.0,5445.0,6.0,7.0,,,2025.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
